,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine,toilets:wheelchair,subway,tram,bus,railway,public_transport,PublicTraffic,What
2325,48.1317754,11.567303,Edelheiss,limited,,Bar,"Su-Th 15:00-01:00, Fr-Sa 15:00-03:00",,,http://www.edelheiss.de,,,,,,,,,Bar
16,48.1146565,11.6868526,Edeltraudstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2032,48.1363957,11.5304135,Eder,limited,,Restaurant,,,,,Regional,,,,,,,,Restaurant
6449,48.1811715,11.460977,Edi's Cafe-Bar,yes,,Cafe,,,,,"Italian,Ice Cream",,,,,,,,Cafe
5729,48.1262115,11.5784369,Eduard-Schmid-Straße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
197,48.1521269,11.6130318,Effnerplatz,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
8812,48.163113,11.6240617,Effnerstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7058,48.1213021,11.5572608,Ehrengutstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1388,48.1161851,11.5271542,Eichendorff-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 08:00-14:30",,,https://www.eichendorffapo.de/,,,,,,,,,Pharmacy
3857,48.1700893,11.5344443,Einhorn-Apotheke,limited,,Pharmacy,"Mo-Fr 08:30-13:00,14:00-18:30, Sa 08:30-13:00",,,https://www.einhorn-apotheke-muenchen.de,,,,,,,,,Pharmacy
6409,48.0951021,11.4831298,Einkehr zur Fürstenrieder Schwaige,limited,,Restaurant,Mo-Su 11:00-22:00,,,https://www.einkehr-schwaige.de/,Bavarian,no,,,,,,,Restaurant
410,48.134451,11.5719719,Einstein,yes,,Restaurant,"Su-Th 12:00-15:00,18:00-22:00, Fr 11:30-15:00",,,,,Fully Wheelchair Accessible,,,,,,,Restaurant
8824,48.1354457,11.6006511,Einstein Kultur,yes,"Der eigentliche Eingang geht über eine Treppe nach unten, es gibt aber einen Hintereingang mit Aufzug. Dazu muss aber von unten jemand kommen und aufsperren! Behindertentoilette ist vorhanden, der Schlüssel muss an der Bar geholt werden.",Arts Centre,Th-Sa 16:00-20:00,,,https://www.einsteinkultur.de/,,Fully Wheelchair Accessible,,,,,,,Arts Centre
3831,48.1368093,11.6140165,Einsteinstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7575,48.1212361,11.5616094,Eis Cafe Italia,limited,1 Step,Cafe,Mo-Su 08:00-23:00,,,,Ice Cream,,,,,,,,Cafe
6753,48.1509299,11.5740273,Eis Center Gelati In,yes,Eiscafe,Cafe,"Mo-Fr 07:00-14:00,15:00-18:00, Sa 09:00-13:00, Su 09:00-11:00",,,,Ice Cream,,,,,,,,Cafe
11788,48.1481426,11.4612696,Eis-Oase Portofino,yes,,Ice Cream,,,,,,,,,,,,,Ice Cream
940,48.1434851,11.5877586,Eisbachwelle,yes,"Entweder Brücke über den Eisbach an der Prinzregentenstraße (Balustrade recht hoch - sonst unproblematisch) oder durch den englischen Garten (Weg z.T. wenig befestigt, aber von nicht ungeübten Rollstuhlfahrern auch ohne Begleitung befahrbar)",,,Attraction,,https://www.muenchen.de/freizeit/sport/surfen,,,,,,,,,Attraction
7147,48.0783096,11.5074088,Eiscafe Crema,yes,,Cafe,Mar-Oct 10:00-sunset,,,,Ice Cream,,,,,,,,Cafe
4157,48.1373997,11.5351859,Eiscafe Florenz,limited,,Cafe,Tu-Su 09:30-20:00,,,,Ice Cream,,,,,,,,Cafe
5533,48.1145619,11.4783267,Eiscafe Galleria,yes,,Cafe,"Fr-We 10:00-22:00, Th off",,,,"Ice Cream,Pizza,Sandwich,Italian",,,,,,,,Cafe
4085,48.1531376,11.5325876,Eiscafe Venezia,limited,,Cafe,,,,,,,,,,,,,Cafe
2141,48.1324409,11.5961294,Eiscafé Adamello,yes,,Cafe,Mo-Su 11:00-23:00,,,https://www.eiscafe-adamello.de/,,,,,,,,,Cafe
11584,48.1132078,11.5484592,Eiscafé Eisfreunde,yes,,Ice Cream,,,,,,no,,,,,,,Ice Cream
5081,48.1258689,11.4760078,Eiscafé Gelat OK,yes,,Ice Cream,Mo-Su 09:00-21:00,,,,Ice Cream,,,,,,,,Ice Cream
13241,48.1009325,11.6446891,Eiscafé Gelati,yes,,Ice Cream,,,,,,,,,,,,,Ice Cream
10039,48.1170452,11.5388828,Eiscafé Riviera,yes,,Ice Cream,We-Mo 11:00-19:00,,,,,,,,,,,,Ice Cream
762,48.1216858,11.6709199,Eisinsel,limited,,Ice Cream,,,,,,,,,,,,,Ice Cream
877,48.1395292,11.5877926,El Chapo Bar'n Grill,limited,,Restaurant,"Mo-Th,Su,PH 10:00-01:00, Fr,Sa 10:00-02:00",,,https://www.elchapo-bar.de/,,,,,,,,,Restaurant
8755,48.1345159,11.5777785,El Gaucho am Viktualienmarkt,yes,,Restaurant,"Mo-Th 17:00-01:00, Fr,Sa 12:00-01:00, Su 12:00-23:00",,,https://www.elgaucho.at/muenchen/,Steak House,no,,,,,,,Restaurant
8818,48.1379282,11.5468177,Ela,limited,,Fast Food,,,,,Greek,,,,,,,,Fast Food
10743,48.1314424,11.5884044,Elafonisi,limited,,Restaurant,Tu-Su 17:00-23:00,,,,,,,,,,,,Restaurant
6264,48.120204,11.4913359,Eldorado 2,yes,,Bar,,,,,,,,,,,,,Bar
1364,48.1513683,11.6203776,Elektra-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,,,,,,,,,Pharmacy
1049,48.1513597,11.6261168,Elektrastraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
9585,48.1522482,11.5302331,Eleven Grill & Restaurant,limited,,Restaurant,Mo-Su 10:00-23:00,,,,,,,,,,,,Restaurant
4519,48.1574191,11.5750468,Elisabethplatz,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
1973,48.1359612,11.5768753,Elise-Aulinger-Brunnen,yes,,Fountain,,Attraction,,,,,,,,,,,"Fountain,Attraction"
4287,48.1479948,11.4604365,Elly Seidl Pralinen,yes,,Cafe,"Mo-Fr 09:00-18:30, Sa 09:00-14:00, Su,PH off",,,https://ellyseidl.com/,,,,,,,,,Cafe
1296,48.1866594,11.5620438,Elmas Lounge,limited,,Bar,"Mo-Th 14:00-03:00, Su 14:00-04:00",,,,,,,,,,,,Bar
7060,48.1360272,11.5240693,Elsenheimerstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
7260,48.1499837,11.5443593,Elvira-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-16:00",,,,,,,,,,,,Pharmacy
3037,48.1834294,11.5326835,Emilia,yes,,Fast Food,,,,http://www.emilia-ristorante.de/restaurants/muenchen,Pizza,,,,,,,,Fast Food
9847,48.1328092,11.5776337,Emilo Spezialitätenrösterei,yes,,Cafe,"Mo-Fr 07:00-18:00, Sa 09:00-18:00",,,https://www.emilo.com/,,,,,,,,,Cafe
11279,48.1821388,11.5528975,Emix,yes,,Bar,Mo-Su 09:00-04:00,,,,,,,,,,,,Bar
11971,48.1329366,11.5841399,Emmy Asian Kitchen,limited,,Restaurant,"Mo-Sa 11:00-15:00,17:00-21:30, Su,PH 12:00-21:00",,,,Vietnamese,,,,,,,,Restaurant
2847,48.1553171,11.5337737,Emporio Italiano,limited,,Restaurant,Mo-Sa 10:00-22:00,,,https://ristorante-emporio-italiano-muenchen.de/,Italian,,,,,,,,Restaurant
1506,48.1396008,11.5760769,Engel Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 09:00-15:00",,,https://engel-apotheke-muenchen.de,,,,,,,,,Pharmacy
2566,48.1611297,11.5629431,Engert-Eis,limited,,Cafe,"Mo-Th 09:00-23:00, Fr-Sa 09:00-00:00, Su 09:00-23:00",,,,,,,,,,,,Cafe
2446,48.169519,11.6160402,Englischer Garten - Nordteil,yes,,,,Tourist Information Center,,,,,,,,,,,Tourist Information Center
2448,48.151644,11.5943079,Englischer Garten - Südteil,yes,,,,Tourist Information Center,,,,,,,,,,,Tourist Information Center
9012,48.1321091,11.691273,Enrico Rossini,yes,,Fast Food,,,,,Italian,,,,,,,,Fast Food
10428,48.123088,11.5779324,Ente,yes,,,,Artwork,,,,,,,,,,,Artwork
12060,48.1410541,11.5670115,Enter The Dragon,limited,,Restaurant,"Mo-Fr 12:00-01:00, Sa-Su 18:00-01:00",,,https://enterthedragon.de/,Asian,no,,,,,,,Restaurant
12174,48.1162843,11.5897393,Erciyes,yes,,Pub,,,,,,,,,,,,,Pub
3438,48.1294444,11.5851268,Erde,yes,,,,Artwork,,,,,,,,,,,Artwork
13383,48.1032452,11.5816925,Ergotherapie Röder,yes,,Doctors,,,,,,,,,,,,,Doctors
12572,48.193139,11.5535151,Erika Maushart Heilpraktikerin,limited,,Doctors,"""nach Vereinbarung""",,,,,,,,,,,,Doctors
4777,48.1847376,11.5842746,Erkan Pasa Bistro,limited,,Restaurant,Mo-Su 09:00-21:00,,,,Kebab,,,,,,,,Restaurant
8472,48.1574748,11.5089921,Erwin von Kreibig Museum,yes,,,"Tu-Su,Sa,Su 14:00-17:00",Museum,,https://erwin-von-kreibig-stiftung.business.site/,,,,,,,,,Museum
6037,48.1993653,11.5545453,Eschengarten,limited,,Restaurant,"Tu-Fr 11:00-22:30, Sa 10:00-22:30, Su 10:00-21:00",,,http://www.eschengarten.com/,"Balkan,Regional",no,,,,,,,Restaurant
527,48.1306142,11.6048328,EscoBar,limited,,Pub,"Su-Fr 17:00-01:00, Sa 17:00-03:00",,,https://escobar-muenchen.de/,,,,,,,,,Pub
9955,48.1896471,11.5711582,Essensautomat,yes,,Vending Machine,,,,,,,,,,,,,Vending Machine
2558,48.1622671,11.5635747,Essenziell,limited,,Restaurant,,,,,,,,,,,,,Restaurant
3142,48.2043334,11.5633887,Esspoint,limited,,Restaurant,"Mo-Sa 11:00-21:00, Su 13:00-21:00",,,https://www.esspoint.de,"Kebab,Turkish",,,,,,,,Restaurant
6935,48.1131695,11.5136691,Ettalstraße,yes,,,,,,,,no,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3507,48.1376712,11.5731179,Euronet,yes,,Atm,,,,,,,,,,,,,Atm
7895,48.1375847,11.5575048,Eurostars Book Hotel,yes,,,,Hotel,,https://www.eurostarshotels.de/eurostars-book-hotel.html,,Fully Wheelchair Accessible,,,,,,,Hotel
2653,48.1816506,11.5729171,Eva's,limited,,Restaurant,"Mo-Th,Su 11:00-22:00, Fr-Sa 11:00-24:00",,,,,,,,,,,,Restaurant
2098,48.1303563,11.5685807,Evangelisch-Freikirchliche Gemeinde,yes,,Place of Worship,,,,,,,,,,,,,Place of Worship
12308,48.1460058,11.5569808,Evangelische Bank eG,yes,,Bank,,,yes,https://www.eb.de/startseite.html,,,,,,,,,Bank
9350,48.0853495,11.5579808,Evangelische Kapelle,yes,,Place of Worship,24/7,,,,,,,,,,,,Place of Worship
10041,48.1353569,11.5664721,Evangelischs Bildungswerk,yes,,Arts Centre,"Mo-Fr 09:00-14:00, Th 09:00-16:00",,,https://ebw-muenchen.de/,,,,,,,,,Arts Centre
2577,48.1562072,11.5615886,Evelinas bistrobar,limited,,Cafe,Mo-Fr 17:00-18:00+,,,,,,,,,,,,Cafe
4615,48.1387717,11.5668684,Evergreen Dancing,limited,,Nightclub,"Tu,Th-Sa 20:00-04:00, We 18:00-04:00",,,https://www.evergreen-muenchen.de/,,,,,,,,,Nightclub
13392,48.0997343,11.6331368,Excellent Center of Medicine,yes,,Doctors,,,,,,,,,,,,,Doctors
1679,48.1301332,11.6157373,Eyup Sultan Camii Moschee,limited,,Place of Worship,,,,,,,,,,,,,Place of Worship
7370,48.1148218,11.5746399,F&R Hypnotherapeutische Praxis,yes,,Doctors,,,,,,,,,,,,,Doctors
9604,48.1567006,11.5539933,FC Anadolu Bayern,yes,,Community Centre,,,,http://www.fc-anadolu.com/,,,,,,,,,Community Centre
12270,48.1602449,11.5775801,FISHBOWL Poké,yes,,Restaurant,Mo-Sa 11:30-21:30,,,,,,,,,,,,Restaurant
4689,48.1425373,11.5553422,FOM Hochschule Oekonomie Management,yes,,University,,,,,,Fully Wheelchair Accessible,,,,,,,University
8527,48.1518641,11.5357678,FUJI Sushi & Nudel,limited,,Restaurant,"Mo-Sa 11:00-15:30,17:30-22:00, Su,PH 12:00-20:00",,,https://www.fuji-sushi-nudel.com/,Sushi,,,,,,,,Restaurant
7851,48.1512913,11.5644983,Fa. Albrecht / DHL / Deutsche Post,yes,,Post Office,"Mo-Fr 09:30-13:30,14:30-18:30, Sa 10:00-15:00",,,,,,,,,,,,Post Office
8531,48.1371411,11.5339289,FabLab München,yes,,Social Facility,,,,https://www.fablab-muenchen.de/,,,,,,,,,Social Facility
8879,48.1136955,11.4670297,Fachbibliothek Chemie und Pharmazie,yes,,Library,"Mo-Fr 08:00-22:00, Sa 09:00-18:00, Su,PH off",,,https://www.cup.uni-muenchen.de/de/fakultaet/zentrale-bereiche/bibliothek/,,Fully Wheelchair Accessible,,,,,,,Library
10955,48.1499333,11.5939736,Fachbibliothek Englischer Garten,limited,,Library,"Mo-Fr 08:00-22:00, Sa-Su 09:00-18:00, PH off",,,https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/1212/index.html,,,,,,,,,Library
10953,48.1497579,11.5786408,Fachbibliothek Historicum,yes,,Library,"Mo-Fr 08:00-22:00, Sa-Su 09:00-18:00, PH off",,,https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/0900/index.html,,Fully Wheelchair Accessible,,,,,,,Library
10957,48.1582808,11.564212,Fachbibliothek Kunstwissenschaften,yes,,Library,"Mo-Fr 08:00-22:00, Sa 09:00-18:00, Su,PH off",,,https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/0910/index.html,,Fully Wheelchair Accessible,,,,,,,Library
12423,48.1480296,11.5735674,Fachbibliothek Mathematik und Physik,yes,,Library,"Mo-Fr 08:00-22:00, Sa-Su 09:00-18:00",,,https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/1600/index.html,,,,,,,,,Library
10952,48.1513257,11.5810057,Fachbibliothek Theologie und Philosophie,yes,,Library,"Mo-Fr 08:00-22:00, Sa-Su 09:00-18:00, PH off",,,https://www.ub.uni-muenchen.de/bibliotheken/bibs-a-bis-z/0100/index.html,,Fully Wheelchair Accessible,,,,,,,Library
6203,48.129848,11.5170163,Fachnerstraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
13450,48.1147756,11.4794184,Fachzahnärzte für Oralchirurgie,yes,,Doctors,,,,https://www.dr-solbrig.de/,,,,,,,,,Doctors
11302,48.1173969,11.5262539,Fachärztin für Allgemeinmedizin Alla Maisel,yes,,Doctors,"Tu-We,Fr 08:00-12:00, Mo,Th 08:00-12:00,15:00-18:00",,,,,,,,,,,,Doctors
13328,48.1475003,11.5643966,Fakultät für Geowissenschaften,yes,,University,,,,,,,,,,,,,University
785,48.1494272,11.5795225,Fakultät für Physik,yes,,University,,,,,,,,,,,,,University
4920,48.1313753,11.6968496,Falafel Food,limited,"Eingang stufenlos, keine Rollitoilette",Restaurant,11:00-22:00,,,https://falafel-haus.jimdofree.com/,"Pizza,Kebab,Falafel",,,,,,,,Restaurant
2523,48.1347116,11.5464149,Falafel Haus,yes,,Fast Food,Mo-Su 10:00-22:00,,,,,,,,,,,,Fast Food
5440,48.122241,11.5794858,Falke23,limited,,Restaurant,"Mo-Fr 17:00-01:00, Sa 17:00-24:00, Su 11:30-24:00",,,https://www.falke23.de/,Bavarian,,,,,,,,Restaurant
10873,48.164348,11.5571576,Fami,yes,,Restaurant,Mo-Su 11:30-23:00,,,,Italian,Fully Wheelchair Accessible,,,,,,,Restaurant
5031,48.1088144,11.6044302,Fantastico Gelato,yes,,Ice Cream,"Tu-Th 11:00-21:00, Fr-Su 11:00-22:00",,,,Ice Cream,,,,,,,,Ice Cream
10115,48.1201049,11.4916937,Faros,yes,,Restaurant,"Tu-Sa 11:45-22:00, Mo off, Su 11:45-20:30",,,https://restaurant-faros.eatbu.com/,Mediterranean,,,,,,,,Restaurant
12198,48.1515753,11.6198433,Farry,yes,,Cafe,Mo-Su 08:00-01:00,,,https://farry.eu/,International,,,,,,,,Cafe
1137,48.1964923,11.5283383,Fasanen-Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-12:30, 14:30-18:30, Sa 08:30-12:30",,,https://www.fasanenapotheke-muenchen.de,,,,,,,,,Pharmacy
5859,48.1572218,11.5433278,Fasaneriestraße,yes,,,,,,,,,,Tram Stop,,,stop position,Tram Stop,Tram Stop
2297,48.1286723,11.5697483,Faun,limited,,Restaurant,"Tu-Su 10:00-01:00, Su,Mo 10:00-24:00",,,,Bavarian,no,,,,,,,Restaurant
12415,48.1583597,11.5852927,Favara's Cafe Bar Gelaterie,yes,,Ice Cream,,,,,,,,,,,,,Ice Cream
4567,48.1367061,11.5684933,Favorit Bar,limited,,Bar,Mo-Su 20:30-02:00,,,,,,,,,,,,Bar
13759,48.1348566,11.6568767,FeG München-Ost - Freie evangelische Gemeinde,yes,,Place of Worship,,,,https://feg-mo.de/,,,,,,,,,Place of Worship
12647,48.1207151,11.5280976,Feierwerk Tatz,limited,,Community Centre,,,,https://www.feierwerk.de/kinder-jugend-familieneinrichtungen/tatz/,,,,,,,,,Community Centre
1799,48.1620681,11.5856934,Feilitzsch-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-19:30, Sa 08:30-14:00",,,,,,,,,,,,Pharmacy
2999,48.1432964,11.497945,Feinkost Memed,limited,,Fast Food,,,,,,,,,,,,,Fast Food
1956,48.2139131,11.5398036,Feldmoching Bahnhof,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
8515,48.2135624,11.5432127,Feldmoching Bahnhof Ost,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
8517,48.2091053,11.5437385,Feldmochinger Anger,yes,,,,,,,,no,,,Bus Stop,,stop position,Bus Stop,Bus Stop
6104,48.2013975,11.6070004,Fellini,yes,,Restaurant,Mo-Su 11:00-23:00,,,,"Italian,Pizza",,,,,,,,Restaurant
6937,48.1149091,11.5227855,Fernpaßstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2637,48.1325754,11.56985,Feuerwehrmuseum,limited,,,Sa 09:00-16:00,Museum,,,,,,,,,,,Museum
8314,48.1580888,11.6415204,Fidelio Apotheke,yes,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-14:00, Su off",,,,,,,,,,,,Pharmacy
12519,48.1481225,11.5538819,Fika,limited,,Cafe,"""nach Vereinbarung""",,,https://fika.is,Coffee Shop,,,,,,,,Cafe
1874,48.1348779,11.572818,Filmmuseum München,yes,"Zugang vom St. Jakobs-Platz (Großsteinpflaster), Lift vorhanden. 4 Behindertenparkplätze Sendlinger Straße 3. Barrierefreies WC vorhanden. 4 Rollstuhlplätze im Kino. Induktionsleitung, an der Kasse die Anlage einschalten lassen.",Cinema,,,,http://www.filmmuseum-muenchen.de,,Fully Wheelchair Accessible,,,,,,,Cinema
1858,48.1340175,11.566994,Filmtheater Sendlinger Tor,limited,,Cinema,,,,https://www.filmtheatersendlingertor.de/,,no,,,,,,,Cinema
7967,48.137053,11.5636466,Filmwirtschaft,limited,,Cafe,,,,,,no,,,,,,,Cafe
6394,48.1458477,11.6228831,Finnerl's Biergarten,limited,,Biergarten,,,,,Bavarian,,,,,,,,Biergarten
10722,48.1613799,11.5452455,Finnischer Granit Gespalten,yes,,,,Artwork,,,,,,,,,,,Artwork
3119,48.1355125,11.5976514,Fino,limited,,Fast Food,"Mo-Fr 09:00-22:00, Sa 10:30-20:00",,,http://fino-feinkost.net,"Italian,Greek",,,,,,,,Fast Food
8569,48.1755824,11.4749442,Finsterwalderstraße,limited,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
12399,48.1843492,11.5726647,Fior di Latte,yes,,Ice Cream,"Mo-Fr 08:00-20:00, Sa 08:00-12:00",,,,,,,,,,,,Ice Cream
3120,48.1342351,11.5961002,Fischhäusl,yes,,Fast Food,"Mo-Fr 10:00-15:00, Sa 10:00-14:00",,,,Fish,,,,,,,,Fast Food
12011,48.1338499,11.5764767,Fish Bowl,yes,,Restaurant,Mo-Sa 11:30-21:00,,,,,,,,,,,,Restaurant
12116,48.1328427,11.6902592,Five Guys,limited,,Fast Food,"Mo-Th,Su 11:30-20:30, Fr-Sa 11:30-21:00",,,https://restaurants.fiveguys.de/bayern/willy-brandt-platz-5,Burger,Fully Wheelchair Accessible,,,,,,,Fast Food
4019,48.1440058,11.5811138,Fjodor Tjutschew,yes,,,,Artwork,,,,,,,,,,,Artwork
10701,48.1811897,11.5527506,Flavor Kitchen,limited,,Fast Food,,,,,Turkish,,,,,,,,Fast Food
5109,48.1283677,11.5955726,Fleming Apotheke,limited,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:30-12:30, Su off",,,,,,,,,,,,Pharmacy
1226,48.1676995,11.5867221,Fleming's Hotel München Schwabing,yes,,,,Hotel,,,,,,,,,,,Hotel
3989,48.1280553,11.4702367,Flemischweg,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
12077,48.1375172,11.5620527,Flessabank,yes,,Bank,,,,,,,,,,,,,Bank
10292,48.175342,11.551187,Flohmarkt an der Parkaue,yes,,Marketplace,,,,,,,,,,,,,Marketplace
1097,48.10948,11.5758386,Flora Apotheke,limited,,Pharmacy,"Mo-Fr 08:00-13:00,14:00-18:30, Sa 08:00-13:00, Su,PH off",,,http://flora-apotheke-muenchen.com/,,,,,,,,,Pharmacy
4139,48.1175954,11.6824765,Florastraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4696,48.1912297,11.6200039,Floriansmühlstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
9774,48.1276437,11.5982036,Florida Lothringer 13,limited,"Parken: 1 Platz Lothringer Straße 1, Zugang: im Innenhof, ebenerdig, WC: kein barrierefreies WC",Arts Centre,"""Open At Events, By Appointment""",,,https://floridalothringer13.org/,,,,,,,,,Arts Centre
11663,48.1862995,11.5621325,Flughafentransfer,limited,,Taxi,,,,,,,,,,,,,Taxi
6345,48.1355559,11.6047305,Flurstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
6939,48.1097213,11.5894397,Fockensteinstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3365,48.0946284,11.4991476,Food Factory München,yes,,Fast Food,"Mo-Sa 10:30-21:00, Su 12:00-20:30",,,,"Italian,Kebab,Regional,Sandwich,Turkish",,,,,,,,Fast Food
7491,48.0776771,11.5256709,Forellen-Apotheke,yes,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:30-13:00",,,,,,,,,,,,Pharmacy
322,48.0941857,11.624758,Forschungsbrauerei,limited,,Restaurant,"Mo-Sa 11:00-23:00, Su,PH 11:00-22:00",,,http://www.forschungsbrauerei-braeustueberl.de/,Regional,,,,,,,,Restaurant
8257,48.0826382,11.4850926,Forstenrieder,yes,,Bar,"Mo-Su,PH 15:00-22:00",,,,,,,,,,,,Bar
95,48.0950104,11.4993303,Forstenrieder Allee,yes,,,,,,,,,Subway Station,,,,stop position,Subway Station,Subway Station
2246,48.1516175,11.5734572,Fox Bar,limited,,Bar,"Mo-We 19:00-02:00, Th 19:00-03:00, Fr,Sa 19:00-04:00",,,,,,,,,,,,Bar
43,48.1868168,11.5727203,Frankfurter Ring,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
8546,48.203766,11.538562,Franz-Sperr-Weg,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
3269,48.1395755,11.576789,Franziskaner Fuchsenstuben,yes,,Restaurant,Mo-Su 09:30-24:00,,,https://www.zum-franziskaner.de/,,,,,,,,,Restaurant
57,48.1093154,11.6707224,Franziskaner Garten,limited,,Restaurant,Tu-Su 11:00-24:00,,,https://franziskanergarten.de/,Bavarian,Fully Wheelchair Accessible,,,,,,,Restaurant
2749,48.1011906,11.5912287,Frasdorfer Straße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
6446,48.0998699,11.533368,Fratelli,limited,,Restaurant,"Mo-Sa 11:30-14:30,17:00-22:00",,,,Italian,,,,,,,,Restaurant
4478,48.1334294,11.5442062,Frau Li,yes,,Restaurant,"Mo-Fr 11:00-23:00, Sa,Su,PH 12:00-23:00",,,https://frauli-muenchen.de/,Chinese,,,,,,,,Restaurant
13513,48.1397409,11.566865,Frauenarztpraxis Dr. Möller,limited,,Doctors,"Mo 12:00-18:00, Tu 08:00-14:00, We 12:00-18:00, Th 08:00-14:00, Fr 08:00-13:00",,,https://www.frauenaerztin-moeller.de,,,,,,,,,Doctors
12834,48.0873483,11.6002251,Frauenheilkunde Fasangarten,yes,,Doctors,"Mo-Fr 08:00-12:00, Mo-Th 14:00-18:00",,,https://frauenheilkunde-fasangarten.de,,,,,,,,,Doctors
8242,48.1378556,11.5858973,Fraunhofer,yes,,,,Artwork,,,,,,,,,,,Artwork
98,48.1294285,11.5741025,Fraunhoferstraße,yes,,,,,,,,,Subway Station,,,Train Station,station,"Subway Station ,Train Station","Subway Station ,Train Station"
2827,48.1204638,11.529291,Freie Christengemeinde München,yes,,Place of Worship,,,,https://fcg-m.de/,,,,,,,,,Place of Worship
5684,48.1869354,11.5869823,Freie evangelische Gemeinde München-Nord,yes,,Place of Worship,,,,https://muenchen-nord.feg.de/,,Fully Wheelchair Accessible,,,,,,,Place of Worship
8588,48.1408221,11.4094395,Freiham Bahnhof,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
5705,48.1919691,11.6143843,Freimann,yes,,,,,,,,,Subway Station,,,,stop position,Subway Station,Subway Station
3657,48.1930026,11.6147544,Freimann-Apotheke,limited,,Pharmacy,"Mo-Fr 08:00-18:30, Sa 08:00-12:00",,,,,,,,,,,,Pharmacy
8798,48.1583017,11.6419517,Freischützstraße,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
1351,48.1745647,11.6294659,Freisinger Hof,limited,,,,Hotel,,https://www.freisinger-hof.de,,Fully Wheelchair Accessible,,,,,,,Hotel
13479,48.1362758,11.5689141,French Touch Pâtisserie,yes,,Cafe,"Tu-Sa 08:30-18:00, Su 09:00-17:00",,,,,,,,,,,,Cafe
13023,48.1216203,11.671658,Friedens-Apotheke,yes,,Pharmacy,"Mo-Tu,Th-Fr 08:30-18:30, We 08:30-16:00, Sa 08:30-13:00",,,,,,,,,,,,Pharmacy
3893,48.1406025,11.6006313,Friedensengel/Villa Stuck,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2591,48.1304635,11.5647986,Friedenskirche,limited,,Place of Worship,,,,https://www.emk.de/,,,,,,,,,Place of Worship
5040,48.1182629,11.684012,Friedenspromenade,yes,,,,,,,,,,,Bus Stop,,platform,Bus Stop,Bus Stop
3218,48.0980228,11.6403923,Friedhof Perlach,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
2772,48.1327933,11.6798852,Friedhof Riem,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
4516,48.1778595,11.4616945,Friedhof Untermenzing,yes,,,,,,,,,,,Bus Stop,,stop position,Bus Stop,Bus Stop
