,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine
636,48.1128419,11.704186,Croatica,Fully Wheelchair Accessible,,Restaurant,"Tu-Su 11:00-15:00,17:00-24:00",,,https://kroatisches-restaurant-muenchen.de/,Balkan
13308,48.1256534,11.6347674,Crêperie Carré Cafe,Partially Wheelchair Accessible,Rollstuhl nur zum Draußensitzen. Nach innen Stufe ca. 15cm.,Fast Food,"Tu-Sa 10:00-19:00, Su 10:00-16:00, Mo closed",,,https://www.carre-creperie.de,"French,Waffle"
3349,48.1214714,11.5815065,Crönlein,Partially Wheelchair Accessible,,Bar,"Su-Th 14:00-23:00, Fr-Su 14:00-00:00",,,,
10146,48.1390334,11.557233,Cucina da Nina,Fully Wheelchair Accessible,,Restaurant,Su-Sa12:00-23:00,,,https://www.flemings-hotels.com/muenchen-city-hotel/restaurant,
884,48.1426979,11.5867464,Cupido,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 09:30-23:00, Sa-Su 10:00-23:00",,,https://www.r-cupido.de/,Italian
341,48.1241588,11.5926122,Curva Est,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:00,15:00-24:00, Sa,Su 11:00-24:00",,,https://curva-est.de/,Italian
7092,48.1638426,11.5022315,Cycadeen,Fully Wheelchair Accessible,,,,Attraction,,,
1717,48.1489718,11.5723937,Cyclo,Partially Wheelchair Accessible,,Restaurant,"Tu-Th 12:30-14:30,17:30-22:30, Fr,Sa 11:30-14:30,17:30-23:00, Su 12:00-15:00,17:30-21:30",,,https://www.cyclo-restaurant.de/,Vietnamese
7183,48.1436902,11.5025029,DAB BNP Paribas,Fully Wheelchair Accessible,,Bank,,,Fully Wheelchair Accessible,,
9590,48.1413043,11.5780072,DGFI-TUM,Partially Wheelchair Accessible,,University,,,,https://www.dgfi.tum.de,
9114,48.143841,11.5731784,DKB,Fully Wheelchair Accessible,,Bank,,,Fully Wheelchair Accessible,,
2488,48.1577863,11.5754061,Da Angelo,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 10:00-23:00+, Su off",,,https://www.italiener-muenchen-schwabing.de/,Italian
6395,48.1425457,11.6161668,Da Francesco,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 09:00-22:00, Sa-Su 12:00-22:00",,,,Italian
6388,48.0850826,11.47873,Da Giovanni Ristorante Pizzeria,Partially Wheelchair Accessible,,Restaurant,"We-Sa 11:30-15:00,17:30-23:00, Su,PH 11:30-23:00, Mo,Tu off",,,http://www.da-giovanni-muenchen.de/,Italian
2606,48.1661643,11.5814076,Da Larosa,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 12:00-14:30,17:30-22:00, Sa-Su 17:30-22:00",,,https://www.da-larosa.de/,"Pizza,Italian"
6874,48.1337721,11.5370793,Da Maria,Partially Wheelchair Accessible,,Restaurant,"Su-Fr 11:30-14:30, 17:00-22:30",,,,"Italian,Pizza"
7123,48.1463729,11.4631276,Da Peppo,Partially Wheelchair Accessible,"Restaurant zugänglich, Toiletten nicht",Restaurant,"Mo-Fr 11:30-23:00, Sa 16:00-23:00",,,https://www.dapeppomuenchen-pasing.de/,Italian
421,48.1120129,11.6180066,Da Pino,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-14:00,17:30-23:45, Sa 17:00-23:45, Su,PH 14:00-22:45",,,https://www.da-pino-muenchen.de/,"Indian,Italian"
1125,48.1949989,11.5341154,Da Salvatore,Fully Wheelchair Accessible,,Restaurant,"Mo,Tu,Th,Fr 11:30-14:30,17:00-22:00, Sa-Su 11:30-22:00",,,,Italian
7891,48.1417925,11.4779066,Da Wirtshauser,Fully Wheelchair Accessible,,Restaurant,10:30-23:00,,,http://www.wirtshauser.de,"German,Regional"
11260,48.1491606,11.572278,Daddy Longlegs,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 08:00-19:00, Sa 10:00-19:00, Su 10:00-19:00",,,https://www.cafedaddylonglegs.de/,Coffee_Shop
4014,48.1763996,11.5917815,Daily,Fully Wheelchair Accessible,,Restaurant,Mo-Fr 08:30-17:00,,,http://www.daily-highlight.de/,
13595,48.1613578,11.5866616,Daily Dose,Fully Wheelchair Accessible,,Restaurant,"Mo-Do 11:30-21:0, Fr-Sa 11:30-22:00",,,https://www.daily-dose-muenchen.de/,
4323,48.1348542,11.4990798,Dalma und August,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 11:00-15:00,17:30-22:00, We off, Su 11:00-22:00",,,https://www.dalma-august.de/,"Bavarian,Croatian"
12180,48.1598129,11.5443387,Damy,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:00-15:00,17:00-21:00, Sa off, PH,Su 12:00-21:00",,,https://damy-bistro.de,Vietnamese
3393,48.1174312,11.5468069,Dankl 32,Partially Wheelchair Accessible,,Cafe,Tu-Su 10:00-18:00,,,,Cafe
590,48.1363526,11.5497607,Das Bad,Fully Wheelchair Accessible,,Restaurant,Mo-Su 11:00-22:00,,,https://www.dasbad089.de/,
4375,48.1261917,11.5701715,Das Josef,Partially Wheelchair Accessible,,Events_Venue,,,,https://www.dasjosef.de/,International
1460,48.1503737,11.538373,Das Neuhausen,Partially Wheelchair Accessible,,Cafe,Mo-Su 09:00-01:00,,,,German
2850,48.1629582,11.5503324,Das Schloss,Fully Wheelchair Accessible,,Restaurant,Mo-Su 09:00-01:00,,,,
10907,48.1335294,11.5348587,"De ""KLOANE KNEIP""N Bei GISI",Partially Wheelchair Accessible,,Pub,"Tu-Th 17:00-22:00, Fr,Sa 17:00-01:00",,,,
7620,48.1519082,11.5618387,De Afric,Partially Wheelchair Accessible,,Restaurant,"Mo-Su 12:00-15:00,17:00-00:00, Fr-Sa 17:00-05:00",,,,Ethiopian
2485,48.1492114,11.5723286,Deeba,Partially Wheelchair Accessible,,Restaurant,"Su-Fr 12:00-14:30, 18:00-23:00, Sa 18:00-23:00",,,,Pakistani
6142,48.1455502,11.5596066,Dehbaschi,Fully Wheelchair Accessible,,Restaurant,Mo-Su 12:00-23:00,,,https://www.dehbaschi.de/,Persian
1911,48.171258,11.5944205,Delhi Mehek,Partially Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-14:30,17:30-24:00, Sa 17:00-24:00",,,https://www.delhimehek.de/,Indian
1256,48.135471,11.6054694,Delhi Palace,Partially Wheelchair Accessible,,Restaurant,"Su-Fr 11:30-15:00, 17:30-24:00, Sa 17:30-24:00",,,https://www.delhi-restaurant.de/,Indian
6854,48.1395934,11.5574676,Delice La Brasserie,Fully Wheelchair Accessible,,Restaurant,Mo-Su 11:00-23:00,,,https://delice-la-brasserie.de/site/,
4809,48.1021577,11.6301978,Delikat Genussmomente am Dorfbach,Fully Wheelchair Accessible,,Cafe,"Tu-Fr 08:00-18:00, Sa,Su 09:00-18:00",,,,Turkish
12822,48.1942973,11.5970552,Della Terra,Fully Wheelchair Accessible,,Fast Food,Mo-Sa 07:00-20:00,,,,
2721,48.1865861,11.5729916,Delphin Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:00-19:00, Sa 08:00-13:00",,,https://www.delphinapotheke-muenchen.de,
3965,48.1394675,11.562607,Denizbank,Fully Wheelchair Accessible,,Atm,,,,,
3808,48.1509985,11.5796007,DenkStätte Weiße Rose,Fully Wheelchair Accessible,,,"Mo-Fr 10:00-17:00,Sa 11:30-16:30",Museum,,https://www.weisse-rose-stiftung.de/denkstaette-weisse-rose-am-lichthof-der-lmu-muenchen/,
378,48.1013875,11.6287923,Der Hufnagel,Fully Wheelchair Accessible,"Eingang über Biergarten, Rückgebäude ebenerdig. Rollstuhl-WC im Erdgeschoß.",Restaurant,"Su 10:00-23:00, Mo-Fr 11:30-24:00, Sa 10:00-03:00",,,http://www.der-hufnagel.de,Regional
9339,48.1372893,11.5711361,Der Krieger Crêpes & Waffles,Fully Wheelchair Accessible,,Fast Food,Mo-Sa 11:30-22:00,,,,
1969,48.1347514,11.5751968,Der Pschorr,Fully Wheelchair Accessible,"Barrierefreier Zugang zum Eingang (Auffahrt nicht im Bild, links) und allen Räumlichkeiten (Bierkeller, Wirtshaus, Galerie, Theresiensaal auch Wirtsgarten) und zur Rollstuhl-Toilette vorhanden. Personal ist sehr hilfsbereit.",Restaurant,Su-Sa 10:00-23:00,,,,Bavarian
4856,48.1288525,11.5750692,Der kleine Chinese,Partially Wheelchair Accessible,,Restaurant,Mo-Su 10:00-23:00,,,http://www.der-kleine-chinese.de,"Chinese,Asian"
5733,48.1341963,11.5755446,Derag Livinghotel,Partially Wheelchair Accessible,,,,Hotel,,,
11438,48.0763624,11.5163279,Dermatologische Privatpraxis Dr. Sonner,Partially Wheelchair Accessible,,Doctors,"""nach Vereinbarung""",,,https://www.hautarzt-laser-solln.de/,
3970,48.0978384,11.5285256,Dessi Tadka,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:30,17:30-23:00, Sa,Su,PH 17:00-23:00",,,https://dessitadka.com/,Indian
602,48.1394705,11.5004093,Detterbeck,Partially Wheelchair Accessible,,Cafe,"Mo-Su,PH 08:00-18:00",,,,"Ice_Cream,Coffee_Shop,Cake"
11653,48.1361247,11.5977966,Deutsche Apotheker- und Ärztebank,Partially Wheelchair Accessible,,Bank,Mo-Fr 10:00-15:00,,Fully Wheelchair Accessible,,
1919,48.179026,11.5855392,Deutsche Bundesbank,Fully Wheelchair Accessible,"schwellenfrei, Behinderten-WC",Bank,Mo-Fr 08:15-12:30,,,,
4208,48.1327178,11.5762904,Deutsche Eiche,Partially Wheelchair Accessible,,Restaurant,Mo-Su 07:00-00:00,Attraction,,https://www.deutsche-eiche.com/,
10982,48.1584795,11.6401236,Deutsche Post Filiale & Postbank Finanzcenter,Fully Wheelchair Accessible,,Post Office,"Mo-Fr 09:30-18:00, Sa 09:00-12:30",,Fully Wheelchair Accessible,,
13765,48.1313339,11.5678683,Deutsche Post und DHL,Fully Wheelchair Accessible,,Post Office,"Mo-Fr 12:00-18:00, Sa 10:00-14:00",,,,
1184,48.1353656,11.5649503,Deutsche Postbank,Partially Wheelchair Accessible,"Über zweiten kommt man mit dem Rollstuhl sehr gut rein, allerdings ist es drin sehr voll gestellt.",Post Office,"Mo-Fr 09:30-18:00, Sa 09:30-12:30",,,https://www.postbank.de/,
3068,48.1297388,11.5819874,Deutsches Museum,Fully Wheelchair Accessible,,,,Viewpoint,,,
5701,48.1504514,11.618434,Deutsches Schmerzzentrum München,Fully Wheelchair Accessible,,Doctors,"Mo-Th 10:00-12:00,14:00-16:00, Fr 10:00-12:00",,,http://www.deutsches-schmerz-zentrum.de,
13391,48.0997263,11.6332157,Deutsches Schulterzentrum,Fully Wheelchair Accessible,,Doctors,,,,,
13604,48.093811,11.5688778,Diana Apotheke,Fully Wheelchair Accessible,,Pharmacy,Mo-Sa 08:00-20:00,,,https://www.dianaapotheke.com,
10252,48.1447803,11.5629303,Die Briefträger,Fully Wheelchair Accessible,,Restaurant,,,,,
8471,48.1567233,11.5112854,Die Griechin am Schloß,Partially Wheelchair Accessible,,Restaurant,"Su 11:00-24:00, Mo-Sa 11:00-01:00",,,,Greek
9670,48.1173737,11.6009872,Die Kommune,Partially Wheelchair Accessible,,Social_Facility,,,,,
9518,48.094488,11.5051757,Die Küche im Kraftwerk,Fully Wheelchair Accessible,,Restaurant,"Mo-Sa 10:00-22:00, Su,PH closed",,,http://www.diekuecheimkraftwerk.de,"International,Chinese"
4011,48.132934,11.5393728,Die Leckerei,Partially Wheelchair Accessible,Eine Stufe am Eingang,Cafe,"Mo-Fr 10:00-18:00+, Sa off, PH,Su 12:00-18:00+, ""bei schönem Wetter bis 20:00""",,,,
12961,48.1446182,11.5328177,Die vier Frauengestalten,Fully Wheelchair Accessible,,,,Artwork,,,
5407,48.1242011,11.589897,Dilan,Fully Wheelchair Accessible,,Restaurant,"Mo-Fr 11:30-14:30,17:00-01:00, Sa 17:00-01:00, Su 10:00-15:00,17:00-01:00",,,https://dilanmezebar.de/,Turkish
499,48.1275272,11.5985998,Dilo,Partially Wheelchair Accessible,,Restaurant,Mo-Sa 17:00-01:00,,,,Kurdish
4284,48.137179,11.5743714,Dinea,Fully Wheelchair Accessible,,Restaurant,Mo-Sa 09:00-20:00,,,https://www.galeria.de/,International
2658,48.1865473,11.5724662,Dionysos,Partially Wheelchair Accessible,,Restaurant,"PH,Mo-Su 11:00-15:00,17:30-18:00+",,,,Greek
11341,48.1586412,11.5831002,Discothek Crash,Fully Wheelchair Accessible,,Nightclub,"Th 20:00-01:00, Fr-Sa 21:00-04:00",,,http://www.discothek-crash.de,
3535,48.1525741,11.5356252,Diwan,Fully Wheelchair Accessible,,Restaurant,"Tu-Fr 11:30-13:00,17:00-23:00, Sa,Su 11:30-23:00",,,https://restaurant-diwan.de/,Persian
7663,48.0983625,11.6296578,Diwan Foods,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 17:00-22:30, Sa 16:00-23:00, Su 12:00-22:30",,,,Indian
3109,48.1597998,11.5433611,Dom-Pedro-Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,
12210,48.1841403,11.5969875,DomagKasino - Markt,Fully Wheelchair Accessible,,Marketplace,Sa 15:00-17:00,,,https://biohof-butz.de/,
10698,48.1841761,11.5971182,DomagKasino - Quartiersladen,Partially Wheelchair Accessible,,Cafe,"We 19:00+, Su 15:00+",,,https://www.domagkpark.de/domagkasino-quartiersladen.html,
4232,48.1838341,11.5790288,Domagk-Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-19:00, Sa 08:30-13:00",,,https://www.domagk-apotheke.de,
7087,48.1506464,11.5741595,Don't Call Mama,Partially Wheelchair Accessible,,Bar,"Mo-Th 18:00-02:00, Fr-Sa 18:00-04:00",,,,
2134,48.1376594,11.574909,Donisl,Fully Wheelchair Accessible,"EG barrierefrei, Aufzug zum 1. Stock, sowie zu den Toiletten im Untergeschoss vorhanden",Restaurant,"Mo-Sa 10:30-22:00, Su 10:30-15:00",,,https://www.donisl.com/,Bavarian
1985,48.1549485,11.5752311,Donuts & Candies,Fully Wheelchair Accessible,,Cafe,"Tu-Fr 07:00-21:00, Sa 08:30-20:00",,,https://donutsandcandies.de/,
2201,48.1491771,11.5698769,Doppelsäule 23/70,Fully Wheelchair Accessible,,,,Artwork,,,
3096,48.1070776,11.6562293,Doy Doy Kebaphaus,Fully Wheelchair Accessible,,Fast Food,"Mo-Sa 08:00-23:00, Su 09:00-22:00",,,,Kebab
12865,48.1499483,11.5340147,Dr. Andreas Philippi Gynäkologie Neuhausen,Fully Wheelchair Accessible,,Doctors,"Mo 08:30-17:00, Tu 08:30-18:00, We 08:30-19:00, Th-Fr 8:30-13:00, Sa-Su off",,,,
7431,48.0987834,11.5232363,Dr. Annette Obster,Partially Wheelchair Accessible,,Doctors,,,,http://www.dr-obster.com,
7432,48.0987954,11.523145,Dr. Axel Hildebrandt,Partially Wheelchair Accessible,,Doctors,,,,,
11259,48.1469833,11.502875,Dr. Barsnick - Harnest,Fully Wheelchair Accessible,Ärztehaus Laim Internist,Doctors,,,,,
9696,48.1379112,11.5645607,Dr. Beicht,Fully Wheelchair Accessible,,Doctors,"Mo-Tu,Th 10:00-12:00,15:00-17:00",,,https://www.praxis-dr-beicht.de/,
5465,48.2023816,11.5864799,Dr. Butenberg,Partially Wheelchair Accessible,"kein WC, sehr schwierige Parkplatzsituation",Doctors,,,,,
8236,48.130245,11.577792,Dr. C. Scharf,Fully Wheelchair Accessible,,Doctors,,,,,
9485,48.0806041,11.5281572,Dr. Charlotte Blasini,Fully Wheelchair Accessible,,Doctors,,,,,
7437,48.0988319,11.5234483,Dr. Christian Wiegand,Partially Wheelchair Accessible,,Doctors,,,,,
7433,48.0988162,11.523359,Dr. Christoph J. Nobis,Partially Wheelchair Accessible,,Doctors,,,,https://www.hno-muenchen-nobis.de/,
9638,48.137927,11.574762,Dr. Deindl,Fully Wheelchair Accessible,,Doctors,,,,https://www.dr-deindl.de,
13243,48.1017119,11.6357844,Dr. Elena Thomas,Fully Wheelchair Accessible,,Doctors,"Mo-Fr 08:00-12:00, Mo,Th 16:00-18:00",,,,
13387,48.1033414,11.5817518,Dr. Elisabeth Ertl,Fully Wheelchair Accessible,,Doctors,,,,,
12976,48.1159864,11.5815344,Dr. Eva Katzenberger,Fully Wheelchair Accessible,,Veterinary,"Mo-Fr 10:00-12:00,17:00-19:00, Sa 10:00-12:00, PH off",,,,
13437,48.1428754,11.5747583,Dr. Frühwein + Partner,Fully Wheelchair Accessible,,Clinic,"Mo,Tu,Th 10:00-13:00,17:00-19:00 open ""Freie Sprechstunde"", We,Fr 10:00-13:00 open ""Freie Sprechstunde"", Mo,Tu,Th 08:00-10:00,13:00-17:00 open ""Terminsprechstunde"", We,Fr 08:00-10:00,13:00-15:00 open ""Terminsprechstunde"", Sa,Su,PH off",,,https://www.drfruehwein.de,
12833,48.0873297,11.6003938,"Dr. Gabriel Schmidt, Dr. Karin Schulze-Stadhouders",Fully Wheelchair Accessible,,Doctors,"Mo-Fr 08:00-12:00, Mo,Tu,Th 15:00-18:00",,,,
7464,48.099917,11.527959,Dr. Georg Gusbeth,Fully Wheelchair Accessible,,Doctors,"Mo 08:00-12:00,14:00-17:00, Tu,Th 14:00-18:00, We 08:00-14:00, Fr 08:00-13:00",,,http://www.drgusbeth.de,
6430,48.1244063,11.6648904,Dr. Günter Reisinger,Fully Wheelchair Accessible,,Doctors,,,,,
13388,48.1033635,11.5816289,Dr. Hans-Peter Car,Fully Wheelchair Accessible,,Doctors,"Mo-Fr 08:30-12:00, Mo,Tu,Th 15:00-18:00",,,,
3197,48.110354,11.6774197,Dr. Hermann-Weisser,Fully Wheelchair Accessible,,Doctors,Mo-Fr 08:00-10:00,,,,
7953,48.1231624,11.6577385,Dr. Horst Möritz,Fully Wheelchair Accessible,,Veterinary,"Mo,Tu,Th,Fr 09:00-24:00, Mo,Tu 16:00-06:00, Th 17:00-19:00",,,https://www.drmoeritz.de/,
7436,48.098841,11.5231333,Dr. Ingo Scheunemann,Partially Wheelchair Accessible,,Doctors,"Mo-Fr 08:00-12:00, Mo,Th 15:00-18:00, PH off",,,https://internist-scheunemann.de/,
12885,48.0854787,11.6600551,Dr. Janita Biele,Fully Wheelchair Accessible,,Doctors,"Mo-Tu, Th 08:00-12:00, 15:00-18:00, We, Fr 08:00-12:00",,,https://www.drbiele.de/,
13386,48.1033906,11.581751,Dr. Karl-Heinz Gunzelmann,Fully Wheelchair Accessible,,Doctors,"""nach Vereinbarung""",,,,
11193,48.0768598,11.5247477,Dr. Lehner / Orthopäde,Fully Wheelchair Accessible,,Doctors,,,,https://www.drlehner.com/,
13087,48.0873695,11.485282,Dr. Linda Kühne,Fully Wheelchair Accessible,,Doctors,"Mo-Fr 08:00-12:00, Mo,We 14:00-18:00, Su,PH off",,,,
3762,48.1378877,11.5738616,Dr. Med. Trapmann,Fully Wheelchair Accessible,,Doctors,,,,,
11645,48.0873989,11.4852266,Dr. Rolf Werner,Fully Wheelchair Accessible,,Doctors,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-17:00, Su,PH off",,,,
7272,48.0883464,11.6403451,Dr. Sabisch,Fully Wheelchair Accessible,,Doctors,"Mo-We,Fr 08:30-12:00, Mo 14:30-17:30, Tu 14:30-18:00, We 14:00-16:00, Th 14:30-17:00",,,,
1667,48.1983772,11.5449687,Dr. San Nicolò Overbeck,Partially Wheelchair Accessible,,Doctors,"Mo, Tu 09:00-12:00, 16:00-18:00, We 08:30-12:00, Th 17:00-19:00, Fr 09:00-12:00 || ""nach Vereinbarung""",,,,
1033,48.1516323,11.4180727,Dr. Sylvia Brugger,Partially Wheelchair Accessible,,Veterinary,,,,,
6107,48.2022097,11.6064733,Dr. Tassilo Schilling,Fully Wheelchair Accessible,,Doctors,"Mo,Tu 08:00-12:00,15:00-18:00, We,Fr 08:00-12:00, Th 08:00-12:00,15:00-19:00",,,,
7435,48.0988281,11.5232564,Dr. Thomas Bachhuber,Partially Wheelchair Accessible,,Doctors,,,,,
7465,48.1412561,11.5770192,Dr. Udo Hess,Fully Wheelchair Accessible,,Doctors,,,,https://www.frauenarzt-hesse.de/,
4551,48.1313685,11.5880929,Dr. Vogel,Fully Wheelchair Accessible,,Doctors,,,,,
11264,48.1537978,11.5309673,Dr. Walther,Fully Wheelchair Accessible,,Doctors,"""nach Vereinbarung""",,,,
6428,48.124494,11.6648176,Dr. med Astrid Lippert,Fully Wheelchair Accessible,,Doctors,,,,,
9556,48.110641,11.5959944,Dr. med. Beate Sauer,Fully Wheelchair Accessible,,Doctors,,,,,
11162,48.0952478,11.522432,Dr. med. Bystrik Cepissak,Fully Wheelchair Accessible,,Doctors,"Mo 08:00-13:00,Tu,Th 08:00-12:00, 15:00-18:00,We,Fr 08:00-12:30",,,https://www.hausarztpraxis-obersendling.de/,
8830,48.1648769,11.4707191,Dr. med. Claudia Brand und Dr. med. Giselher Brand,Fully Wheelchair Accessible,,Doctors,"Mo-Fr 08:00-12:00, Mo,Tu,Th 15:00-18:00",,,https://drbrand.de/,
10925,48.1245361,11.6410808,Dr. med. Dagmar Dörfler-Gebhard,Partially Wheelchair Accessible,,Doctors,"Mo-Th 08:30-11:00, Tu,Th 15:00-17:00",,,https://dr-doerfler-gebhard.business.site/,
5483,48.1621577,11.587013,Dr. med. Denis Gründel,Partially Wheelchair Accessible,"Praxis ist in der Häuserzeile gegenüber der Haltestelle. Kein Rolli-WC, schwer zu öffnende Hauseingangstüre.",Doctors,"Mo-Th 08:30-12:00, Mo-Th 15:00-18:00, Fr 08:30-14:00, PH off",,,https://www.mdoc.de/,
512,48.1136726,11.6150533,Dr. med. Dorothee Westenhuber,Partially Wheelchair Accessible,,Doctors,"Mo-Fr 09:00-12:00, Tu 16:00-18:00",,,,
9526,48.1011073,11.5802485,Dr. med. Eberhard Koll,Partially Wheelchair Accessible,,Doctors,"Mo-Th 09:00-11:00, Mo,Tu,Th 16:00-18:00, Fr 09:00-12:00",,,,
12580,48.2145778,11.5586366,Dr. med. Franz Bayer,Fully Wheelchair Accessible,,Doctors,"Mo, Tu, Th 08:00-12:00, 16:00-18:00, Fr 08:00-12:00",,,,
12965,48.0768523,11.5247453,Dr. med. Klemens Jüngling / Internist,Fully Wheelchair Accessible,,Doctors,,,,https://juengling-dr.de/,
3345,48.2012323,11.5469167,Dr. med. Kristina Radmann,Fully Wheelchair Accessible,,Doctors,,,,,
4226,48.1603947,11.5662077,Dr. med. Margit Süßmann Privatärztliche Praxis,Partially Wheelchair Accessible,,Doctors,"Mo,Tu,Fr 19:00-11:00, We 16:00-18:00 || ""Nach Vereinbarung""",,,,
13421,48.0773262,11.5199753,Dr. med. Michael Brijnen von Oldershausen,Fully Wheelchair Accessible,,Doctors,"Mo-We,Fr 09:00-12:00, Mo,We,Fr 14:30-18:00, Th off",,,https://www.dr-brijnen.de/,
11269,48.1645048,11.476783,Dr. med. Michael Ludwig,Fully Wheelchair Accessible,,Doctors,"Mo 08:00-12:00,15:00-17:00, Tu 08:00-12:00,16:00-19:00, We 08:00-12:00, Th 08:00-12:00,15:00-18:00, Fr 08:00-12:00",,,,
6426,48.124472,11.6648861,Dr. med. Michael Richter,Fully Wheelchair Accessible,,Doctors,"Oct 1-Apr 30 Mo,Fr 08:00-11:00,14:00-15:30, Tu,Th 08:00-11:00,15:00-17:00, We 09:30-11:30, May 1-Sep 30 Mo 08:00-11:00,14:00-15:30, Tu,Th 08:00-11:00,15:00-17:00, We 09:30-11:30, Fr 08:00-11:00,14:00-15:00",,,,
5390,48.1433044,11.6045116,Dr. med. Michael Roth,Fully Wheelchair Accessible,,Doctors,,,,,
6427,48.124452,11.664972,Dr. med. Opitz,Fully Wheelchair Accessible,,Doctors,"Mo,Fr 10:00-18:00, Tu-Th 08:00-16:00",,,,
9557,48.1106844,11.5959686,Dr. med. Peter Borlinghaus,Fully Wheelchair Accessible,,Doctors,,,,,
10103,48.1398983,11.5670558,"Dr. med. Ralf Wuttge, Radiologe",Fully Wheelchair Accessible,,Doctors,,,,https://www.radiologie-wuttge.de/,
11453,48.1671255,11.5718373,Dr. med. Socrates Dimitriou Zottos,Fully Wheelchair Accessible,,Doctors,"Mo-Fr 08:30-12:30, Mo 14:00-18:00, Tu,Th 14:00-17:30, We 14:00-17:00",,,,
12576,48.2145297,11.5586439,Dr. med. Stefan Hammann,Fully Wheelchair Accessible,,Doctors,"Mo, We, Fr 09:00-12:00, Tu, Th 09:00-12:00, 14:00-17:00",,,,
9510,48.087298,11.6002626,Dr. med. Stephan Martini,Fully Wheelchair Accessible,,Doctors,"Mo,Tu,Th 08:00-12:00,14:00-18:00, We 08:00-12:00, Fr 08:00-14:00",,,,
11637,48.1541084,11.4240283,Dr. med. Sylvia Döpfer,Fully Wheelchair Accessible,,Doctors,"Mo,Tu 08:30-12:00,14:30-16:30, We,Th 08:30-12:00, Fr 08:30-12:00,14:00-16:30",,,,
8256,48.155435,11.6370557,Dr. med. Ulf Kahmann,Fully Wheelchair Accessible,,Doctors,"Mo-Th 08:15-12:30,16:00-18:30, We,Fr 08:15-12:30",,,https://www.doc-kahmann.de/,
9374,48.2076464,11.5519344,Dr. med. Verner Hallmen,Fully Wheelchair Accessible,,Doctors,"Mo 08:00-12:00, 15:00-17:00, Tu, Th 08:00-11:00, 14:00-17:00, We, Fr 08:00-12:00",,,,
1407,48.1227223,11.6620844,Dr. med. Wolfgang Hofmeister,unknown,,Doctors,"Mo,Tu,Th 08:30-12:30, 17:30-19:00, Fr 08:00-13:00, Sa,Su,PH off",,,,
12578,48.2145167,11.5585801,Dr. med. dent. Valentin Melchner,Fully Wheelchair Accessible,,Doctors,"Mo, Tu, Th 09:00-13:00, 14:00-19:00, We, Fr 09:00-14:00",,,,
8434,48.1977114,11.5448778,Dr. med. vet. Petra Kracher,Fully Wheelchair Accessible,,Veterinary,"Mo-Fr 09:00-12:00,14:00-18:00",,,https://petra-kracher.de/,
80,48.1302821,11.5592053,Dr. von Haunersches Kinderspital,Fully Wheelchair Accessible,,Hospital,,,,https://www.lmu-klinikum.de/,
3053,48.125967,11.598454,Drehleier,Partially Wheelchair Accessible,,Theatre,,,,https://theater-drehleier.de,
